variant,sensing,noise_pct,seed,epochs,train_time_s,test_cv_rmse,test_nmbe,test_r2,test_mae_kW,test_n,train_cv_rmse,train_nmbe,train_r2,train_mae_kW,train_n,err_C_z,err_C_w,err_R_zw,err_R_wo,err_R_inf,rec_C_z,rec_C_w,rec_R_zw,rec_R_wo,rec_R_inf,rec_R_s,err_R_s,err_G_s,err_G_inf
V5_wrong_constraints,S3,0,3,600,2.8,298.0397,200.0846,-23.3626,135.6032,429,352.2491,266.7099,-40.8712,193.8296,1711,60.0,60.0,226.91,226.91,93.43,14000000.0,320000000.0,0.0014710810501128,0.0091534005478024,2.2992548110778444e-05,0.0106244815979152,226.90712608969847,69.41027220906726,1422.2323263767667
V1_blackbox,S3,5,3,600,2.0,12.0175,7.6361,0.9608,5.8963,429,7.4661,0.0112,0.9814,3.7809,1711,,,,,,,,,,,,,,
V2_soft_physics,S3,5,3,600,2.8,8.0828,2.344,0.9823,3.6255,429,7.2886,0.1053,0.9822,3.6792,1711,,,,,,,,,,,,,,
V3_hard_arch,S3,5,3,600,2.2,31.5833,-20.3045,0.7293,16.9181,429,29.612,-12.7511,0.7066,17.5776,1711,60.0,60.0,47.11,47.11,48.24,56000000.0,320000000.0,0.0006619754130952,0.0041189570911228,0.0001811600814107,0.004780932504218,47.10561551439999,32.02162973159163,93.19929494099227
V4_neural_forcing,S3,5,3,600,4.4,9.2668,4.9226,0.9767,4.4556,429,8.0012,-0.7857,0.9786,3.9559,1711,0.0,0.0,144.84,139.87,127.95,35000000.0,200000000.0,0.0011017590295523,0.0067163798958063,0.0007978127687238,0.007818138925358601,140.55812078026466,58.43000449303312,56.13005786309133
V4F_fixed_Qint,S3,5,3,600,2.3,22.6011,-12.9467,0.8614,11.9229,429,20.3772,-10.2638,0.8611,12.4165,1711,0.0,0.0,151.21,109.78,33.17,35000000.0,200000000.0,0.0011304358486086,0.0058739441446959,0.000233891303651,0.0070043799933045,115.51938440936924,53.60046138121174,49.64216049787431
V5_wrong_constraints,S3,5,3,600,2.8,299.5926,201.071,-23.3588,135.7546,429,352.4271,266.7842,-40.5547,193.908,1711,60.0,60.0,226.91,226.91,93.43,14000000.0,320000000.0,0.0014710862888023,0.0091534350067377,2.2992548110778444e-05,0.01062452129554,226.90834755507697,69.41038650499672,1422.2323263767667
V1_blackbox,S3,10,3,600,2.1,15.2271,6.904,0.9376,6.997,429,11.7196,0.0115,0.9559,5.888,1711,,,,,,,,,,,,,,
V2_soft_physics,S3,10,3,600,3.6,12.7622,0.5072,0.9562,5.3609,429,11.6094,0.1565,0.9567,5.7284,1711,,,,,,,,,,,,,,
V3_hard_arch,S3,10,3,600,1.9,32.5488,-20.2885,0.7148,17.5905,429,30.9125,-12.6833,0.6933,18.3117,1711,60.0,60.0,44.67,44.67,47.91,56000000.0,320000000.0,0.0006510160164907,0.0040507656522095,0.0001823153870645,0.004701781668700201,44.670205190775405,30.877266768142874,91.97501957208695
V4_neural_forcing,S3,10,3,600,4.1,13.883,3.9829,0.9481,5.9739,429,11.9284,-0.5914,0.9543,5.8938,1711,0.0,0.0,144.33,139.0,130.79,35000000.0,200000000.0,0.0010994668118655,0.006692056544125,0.0008077566162683,0.007791523355990501,139.73918018432312,58.2880028524686,56.67011659812318
V4F_fixed_Qint,S3,10,3,600,2.0,24.7169,-12.9177,0.8356,13.2087,429,22.236,-10.1899,0.8413,13.522,1711,0.0,0.0,147.2,105.38,32.68,35000000.0,200000000.0,0.0011124153388664,0.0057505695149302,0.000235610816162,0.0068629848537966,111.1687647322031,52.64451154657435,48.550056275578164
V5_wrong_constraints,S3,10,3,600,2.6,300.1259,201.3058,-23.2452,135.8562,429,353.2964,267.4627,-39.0582,193.9804,1711,60.0,60.0,226.9,226.9,93.43,14000000.0,320000000.0,0.0014710697578266,0.0091533306986093,2.2992548110778444e-05,0.0106244004564359,226.90462942879694,69.41003858687141,1422.2323263767667
V1_blackbox,S1,0,4,600,1.8,10.3105,8.4592,0.9708,5.4243,429,5.7303,0.0127,0.9889,2.8392,1711,,,,,,,,,,,,,,
V2_soft_physics,S1,0,4,600,2.5,5.2482,1.4962,0.9924,2.4395,429,5.267,0.0813,0.9906,2.5207,1711,,,,,,,,,,,,,,
V3_hard_arch,S1,0,4,600,2.0,31.1183,-20.5256,0.7344,16.7537,429,28.9475,-12.7337,0.7172,17.1115,1711,60.0,60.0,46.1,46.1,48.19,56000000.0,320000000.0,0.0006574392318725,0.0040907324291765,0.0001813270791899,0.004748171661048999,46.09758957073844,31.552601043029956,93.02136314314774
V4_neural_forcing,S1,0,4,600,3.6,7.5924,5.2076,0.9842,3.8293,429,6.1755,-0.687,0.9871,2.9939,1711,0.0,0.0,146.94,142.77,130.39,35000000.0,200000000.0,0.0011112178908661,0.0067974659614264,0.0008063666173256,0.0079086838522925,143.34411853207695,58.9059309905539,56.5954253958563
V4F_fixed_Qint,S1,0,4,600,2.2,22.0334,-13.1924,0.8669,11.626,429,19.6114,-10.2463,0.8702,11.9567,1711,0.0,0.0,149.54,107.96,33.12,35000000.0,200000000.0,0.0011229191441088,0.005822904407978,0.0002340806095162,0.0069458235520868,113.71764775651694,53.2092922368641,49.521141765387256
V5_wrong_constraints,S1,0,4,600,2.7,298.0521,200.0964,-23.3646,135.6093,429,352.2627,266.7268,-40.8744,193.8375,1711,60.0,60.0,226.87,226.87,93.43,14000000.0,320000000.0,0.0014709141105413,0.0091523630544543,2.299194056831766e-05,0.010623277164995601,226.87006661524927,69.40680404433988,1422.2725500703998
V1_blackbox,S1,5,4,600,2.2,12.4417,8.9725,0.9579,6.1818,429,7.8076,0.0154,0.9797,3.9287,1711,,,,,,,,,,,,,,
V2_soft_physics,S1,5,4,600,3.8,7.9858,1.5801,0.9827,3.5948,429,7.389,0.0487,0.9818,3.6482,1711,,,,,,,,,,,,,,
V3_hard_arch,S1,5,4,600,2.0,31.973,-20.6183,0.7221,17.2424,429,29.4196,-12.7108,0.7117,17.5026,1711,60.0,60.0,45.17,45.17,48.26,56000000.0,320000000.0,0.000653255265206,0.0040646907873451,0.0001810808607842,0.0047179460525510995,45.16757084772615,31.114091517798254,93.28381723185338
V4_neural_forcing,S1,5,4,600,4.9,9.5496,4.8882,0.9752,4.59,429,8.1932,-0.7524,0.9776,4.0159,1711,0.0,0.0,145.78,141.2,129.32,35000000.0,200000000.0,0.0011060091201215,0.006753594148904,0.0008026206633076,0.0078596032690255,141.83394673924616,58.649312328420336,56.39284957383855
V4F_fixed_Qint,S1,5,4,600,2.2,23.0167,-13.3093,0.856,12.2721,429,20.3167,-10.2265,0.8625,12.2933,1711,0.0,0.0,147.93,106.27,33.26,35000000.0,200000000.0,0.0011156748514622,0.0057755829766392,0.0002335909957764,0.0068912578281013995,112.03870240312,52.83879835772445,49.83454256731282
V5_wrong_constraints,S1,5,4,600,5.1,296.884,199.312,-22.9605,135.4756,429,351.6942,266.2767,-40.1978,193.8156,1711,60.0,60.0,226.87,226.87,93.43,14000000.0,320000000.0,0.0014709118986502,0.0091523481532931,2.2991944206296463e-05,0.0106232600519433,226.86954005979385,69.40675476163759,1422.2723092036326
V1_blackbox,S1,10,4,600,4.9,17.5646,11.2211,0.9165,8.3234,429,12.0845,0.0219,0.9524,6.0298,1711,,,,,,,,,,,,,,
V2_soft_physics,S1,10,4,600,6.6,13.5282,3.4658,0.9505,5.7316,429,11.796,0.0506,0.9547,5.8299,1711,,,,,,,,,,,,,,
V3_hard_arch,S1,10,4,600,2.1,32.9356,-19.7959,0.7065,17.6482,429,30.6269,-12.6909,0.6944,18.3953,1711,60.0,60.0,45.93,45.93,48.43,56000000.0,320000000.0,0.0006566905649378,0.0040860679000616,0.0001805001520551,0.004742758464999401,45.93102969228926,31.4744779017455,93.90565382635131
V4_neural_forcing,S1,10,4,600,3.2,14.255,6.3056,0.945,6.5628,429,12.5165,-0.8587,0.949,6.1307,1711,0.0,0.0,146.07,141.84,128.34,35000000.0,200000000.0,0.0011073229834437,0.0067715998739004,0.0007992009632289,0.0078789228573441,142.42839561058773,58.75070667850731,56.20625898823446
V4F_fixed_Qint,S1,10,4,600,2.2,25.2224,-12.4213,0.8279,13.467,429,22.4994,-10.2091,0.8351,13.5562,1711,0.0,0.0,149.13,107.65,33.52,35000000.0,200000000.0,0.0011210872326046,0.0058140708133578,0.0002326923713553,0.0069351580459624,113.38947833730461,53.13733330284914,50.413181988498444
V5_wrong_constraints,S1,10,4,600,2.8,301.392,202.195,-23.5788,136.1274,429,351.4423,266.013,-39.2374,193.8079,1711,60.0,60.0,226.87,226.87,93.43,14000000.0,320000000.0,0.0014709181850776,0.0091523882001638,2.2991942387307063e-05,0.0106233063852414,226.87096569973542,69.40688819334896,1422.2724296370066
V1_blackbox,S2,0,4,600,2.0,10.3105,8.4592,0.9708,5.4243,429,5.7303,0.0127,0.9889,2.8392,1711,,,,,,,,,,,,,,
V2_soft_physics,S2,0,4,600,2.8,5.2482,1.4962,0.9924,2.4395,429,5.267,0.0813,0.9906,2.5207,1711,,,,,,,,,,,,,,
V3_hard_arch,S2,0,4,600,2.1,31.1183,-20.5256,0.7344,16.7537,429,28.9475,-12.7337,0.7172,17.1115,1711,60.0,60.0,46.1,46.1,48.19,56000000.0,320000000.0,0.0006574392318725,0.0040907324291765,0.0001813270791899,0.004748171661048999,46.09758957073844,31.552601043029956,93.02136314314774
V4_neural_forcing,S2,0,4,600,4.4,7.6037,5.2217,0.9841,3.835,429,6.1782,-0.6796,0.9871,2.9954,1711,0.0,0.0,147.03,142.88,130.47,35000000.0,200000000.0,0.0011116154491901,0.0068006636574864,0.0008066415321081,0.0079122791066765,143.45474174389236,58.92460369278933,56.61021828552517
V4F_fixed_Qint,S2,0,4,600,2.3,22.0334,-13.1924,0.8669,11.626,429,19.6114,-10.2463,0.8702,11.9567,1711,0.0,0.0,149.54,107.96,33.12,35000000.0,200000000.0,0.0011229191441088,0.005822904407978,0.0002340806095162,0.0069458235520868,113.71764775651694,53.2092922368641,49.521141765387256
V5_wrong_constraints,S2,0,4,600,2.8,298.0521,200.0964,-23.3646,135.6093,429,352.2627,266.7268,-40.8744,193.8375,1711,60.0,60.0,226.87,226.87,93.43,14000000.0,320000000.0,0.0014709141105413,0.0091523630544543,2.299194056831766e-05,0.010623277164995601,226.87006661524927,69.40680404433988,1422.2725500703998
V1_blackbox,S2,5,4,600,2.0,12.4417,8.9725,0.9579,6.1818,429,7.8076,0.0154,0.9797,3.9287,1711,,,,,,,,,,,,,,
V2_soft_physics,S2,5,4,600,2.8,7.9858,1.5801,0.9827,3.5948,429,7.389,0.0487,0.9818,3.6482,1711,,,,,,,,,,,,,,
V3_hard_arch,S2,5,4,600,2.2,31.973,-20.6183,0.7221,17.2424,429,29.4196,-12.7108,0.7117,17.5026,1711,60.0,60.0,45.17,45.17,48.26,56000000.0,320000000.0,0.000653255265206,0.0040646907873451,0.0001810808607842,0.0047179460525510995,45.16757084772615,31.114091517798254,93.28381723185338
V4_neural_forcing,S2,5,4,600,4.4,9.555,4.8953,0.9752,4.5935,429,8.1949,-0.7452,0.9776,4.0163,1711,0.0,0.0,145.87,141.31,129.4,35000000.0,200000000.0,0.0011064135469496,0.0067567597143352,0.0008029069867916,0.0078631732612848,141.94379265491696,58.668086127495975,56.4084002558512
V4F_fixed_Qint,S2,5,4,600,2.3,23.0167,-13.3093,0.856,12.2721,429,20.3167,-10.2265,0.8625,12.2933,1711,0.0,0.0,147.93,106.27,33.26,35000000.0,200000000.0,0.0011156748514622,0.0057755829766392,0.0002335909957764,0.0068912578281013995,112.03870240312,52.83879835772445,49.83454256731282
V5_wrong_constraints,S2,5,4,600,2.8,296.884,199.312,-22.9605,135.4756,429,351.6942,266.2767,-40.1978,193.8156,1711,60.0,60.0,226.87,226.87,93.43,14000000.0,320000000.0,0.0014709118986502,0.0091523481532931,2.2991944206296463e-05,0.0106232600519433,226.86954005979385,69.40675476163759,1422.2723092036326
V1_blackbox,S2,10,4,600,2.0,17.5646,11.2211,0.9165,8.3234,429,12.0845,0.0219,0.9524,6.0298,1711,,,,,,,,,,,,,,
V2_soft_physics,S2,10,4,600,2.8,13.5282,3.4658,0.9505,5.7316,429,11.796,0.0506,0.9547,5.8299,1711,,,,,,,,,,,,,,
V3_hard_arch,S2,10,4,600,2.1,32.9356,-19.7959,0.7065,17.6482,429,30.6269,-12.6909,0.6944,18.3953,1711,60.0,60.0,45.93,45.93,48.43,56000000.0,320000000.0,0.0006566905649378,0.0040860679000616,0.0001805001520551,0.004742758464999401,45.93102969228926,31.4744779017455,93.90565382635131
V4_neural_forcing,S2,10,4,600,4.4,14.2683,6.3192,0.9449,6.5716,429,12.5176,-0.8518,0.949,6.1307,1711,0.0,0.0,146.15,141.95,128.42,35000000.0,200000000.0,0.0011076817754656,0.0067744809202849,0.0007994704064913,0.0078821626957505,142.52808294616926,58.76766154862335,56.221018669587394
V4F_fixed_Qint,S2,10,4,600,2.3,25.2224,-12.4213,0.8279,13.467,429,22.4994,-10.2091,0.8351,13.5562,1711,0.0,0.0,149.13,107.65,33.52,35000000.0,200000000.0,0.0011210872326046,0.0058140708133578,0.0002326923713553,0.0069351580459624,113.38947833730461,53.13733330284914,50.413181988498444
V5_wrong_constraints,S2,10,4,600,2.8,301.392,202.195,-23.5788,136.1274,429,351.4423,266.013,-39.2374,193.8079,1711,60.0,60.0,226.87,226.87,93.43,14000000.0,320000000.0,0.0014709181850776,0.0091523882001638,2.2991942387307063e-05,0.0106233063852414,226.87096569973542,69.40688819334896,1422.2724296370066
V1_blackbox,S3,0,4,600,3.5,10.3105,8.4592,0.9708,5.4243,429,5.7303,0.0127,0.9889,2.8392,1711,,,,,,,,,,,,,,
V2_soft_physics,S3,0,4,600,7.4,5.2482,1.4962,0.9924,2.4395,429,5.267,0.0813,0.9906,2.5207,1711,,,,,,,,,,,,,,
V3_hard_arch,S3,0,4,600,2.2,31.1183,-20.5256,0.7344,16.7537,429,28.9475,-12.7337,0.7172,17.1115,1711,60.0,60.0,46.1,46.1,48.19,56000000.0,320000000.0,0.0006574392318725,0.0040907324291765,0.0001813270791899,0.004748171661048999,46.09758957073844,31.552601043029956,93.02136314314774
V4_neural_forcing,S3,0,4,600,4.4,7.5992,5.278,0.9842,3.8604,429,6.1296,-0.6816,0.9873,2.9671,1711,0.0,0.0,146.87,142.7,130.69,35000000.0,200000000.0,0.0011108973994851,0.006795578636229,0.0008074237266555,0.007906476035714101,143.27618571428005,58.89445581926102,56.65225228768476
V4F_fixed_Qint,S3,0,4,600,2.3,22.0334,-13.1924,0.8669,11.626,429,19.6114,-10.2463,0.8702,11.9567,1711,0.0,0.0,149.54,107.96,33.12,35000000.0,200000000.0,0.0011229191441088,0.005822904407978,0.0002340806095162,0.0069458235520868,113.71764775651694,53.2092922368641,49.521141765387256
V5_wrong_constraints,S3,0,4,600,2.8,298.0521,200.0964,-23.3646,135.6093,429,352.2627,266.7268,-40.8744,193.8375,1711,60.0,60.0,226.87,226.87,93.43,14000000.0,320000000.0,0.0014709141105413,0.0091523630544543,2.299194056831766e-05,0.010623277164995601,226.87006661524927,69.40680404433988,1422.2725500703998
V1_blackbox,S3,5,4,600,1.9,12.4417,8.9725,0.9579,6.1818,429,7.8076,0.0154,0.9797,3.9287,1711,,,,,,,,,,,,,,
V2_soft_physics,S3,5,4,600,2.7,7.9858,1.5801,0.9827,3.5948,429,7.389,0.0487,0.9818,3.6482,1711,,,,,,,,,,,,,,
V3_hard_arch,S3,5,4,600,2.1,31.973,-20.6183,0.7221,17.2424,429,29.4196,-12.7108,0.7117,17.5026,1711,60.0,60.0,45.17,45.17,48.26,56000000.0,320000000.0,0.000653255265206,0.0040646907873451,0.0001810808607842,0.0047179460525510995,45.16757084772615,31.114091517798254,93.28381723185338
V4_neural_forcing,S3,5,4,600,4.3,9.5627,4.8983,0.9751,4.597,429,8.1947,-0.7458,0.9776,4.0163,1711,0.0,0.0,145.87,141.32,129.39,35000000.0,200000000.0,0.0011064293794333,0.006756838876754,0.0008028685697354,0.0078632682561873,141.94671557499387,58.668585451822764,56.40631440892637
V4F_fixed_Qint,S3,5,4,600,2.3,23.0167,-13.3093,0.856,12.2721,429,20.3167,-10.2265,0.8625,12.2933,1711,0.0,0.0,147.93,106.27,33.26,35000000.0,200000000.0,0.0011156748514622,0.0057755829766392,0.0002335909957764,0.0068912578281013995,112.03870240312,52.83879835772445,49.83454256731282
V5_wrong_constraints,S3,5,4,600,2.8,296.884,199.312,-22.9605,135.4756,429,351.6942,266.2767,-40.1978,193.8156,1711,60.0,60.0,226.87,226.87,93.43,14000000.0,320000000.0,0.0014709118986502,0.0091523481532931,2.2991944206296463e-05,0.0106232600519433,226.86954005979385,69.40675476163759,1422.2723092036326
V1_blackbox,S3,10,4,600,5.0,17.5646,11.2211,0.9165,8.3234,429,12.0845,0.0219,0.9524,6.0298,1711,,,,,,,,,,,,,,
V2_soft_physics,S3,10,4,600,7.5,13.5282,3.4658,0.9505,5.7316,429,11.796,0.0506,0.9547,5.8299,1711,,,,,,,,,,,,,,
V3_hard_arch,S3,10,4,600,2.2,32.9356,-19.7959,0.7065,17.6482,429,30.6269,-12.6909,0.6944,18.3953,1711,60.0,60.0,45.93,45.93,48.43,56000000.0,320000000.0,0.0006566905649378,0.0040860679000616,0.0001805001520551,0.004742758464999401,45.93102969228926,31.4744779017455,93.90565382635131
V4_neural_forcing,S3,10,4,600,4.3,14.262,6.3104,0.945,6.5673,429,12.5166,-0.8551,0.949,6.1306,1711,0.0,0.0,146.15,141.95,128.41,35000000.0,200000000.0,0.001107673626393,0.0067744832485914,0.0007994315237738,0.007882156874984399,142.52790384567382,58.76763109962293,56.21888934929805
V4F_fixed_Qint,S3,10,4,600,2.2,25.2224,-12.4213,0.8279,13.467,429,22.4994,-10.2091,0.8351,13.5562,1711,0.0,0.0,149.13,107.65,33.52,35000000.0,200000000.0,0.0011210872326046,0.0058140708133578,0.0002326923713553,0.0069351580459624,113.38947833730461,53.13733330284914,50.413181988498444
V5_wrong_constraints,S3,10,4,600,4.7,301.392,202.195,-23.5788,136.1274,429,351.4423,266.013,-39.2374,193.8079,1711,60.0,60.0,226.87,226.87,93.43,14000000.0,320000000.0,0.0014709181850776,0.0091523882001638,2.2991942387307063e-05,0.0106233063852414,226.87096569973542,69.40688819334896,1422.2724296370066
